sample_id,source_file,strength_grade,w_b_ratio,restraint_code,restraint_percent,restraint_factor_R,time_h,time_h_norm,specimen_temperature_c,T_reference,delta_T_point,axial_stress_mpa,deformation_um,cube_strength_mpa,thermal_expansion_alpha,granularity
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,44.0985,0.6005376424623153,35.328,20.777,14.551000000000002,-0.0198,-4.9913,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,44.1785,0.601627090207635,35.3141,20.777,14.537100000000002,-0.011,-4.4468,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,44.2851,0.6030787793282737,35.3159,20.777,14.538899999999998,-0.0047,-4.1258,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,44.3651,0.6041682270735935,35.2998,20.777,14.522799999999997,-0.0153,-4.1258,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,44.4718,0.6056212780039139,35.302,20.777,14.524999999999999,-0.0103,-3.6173,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,44.5518,0.6067107257492336,35.3118,20.777,14.534799999999997,-0.0077,-3.3881,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,44.6585,0.6081637766795538,35.3023,20.777,14.525300000000001,-0.019,-3.3881,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,44.7385,0.6092532244248737,35.2809,20.777,14.503900000000002,-0.0152,-3.0285,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,44.8451,0.6107049135455124,35.2855,20.777,14.508499999999998,-0.0082,-2.7323,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,44.9251,0.6117943612908321,35.3399,20.777,14.562899999999999,-0.0167,-2.6863,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,45.0051,0.6128838090361519,35.297,20.777,14.519999999999996,-0.0149,-2.3368,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,45.1118,0.6143368599664722,35.2806,20.777,14.503599999999999,-0.0062,-1.7846,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,45.1918,0.615426307711792,35.2958,20.777,14.518799999999999,-0.0133,-1.7846,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,45.2985,0.6168793586421122,35.3236,20.777,14.546599999999998,-0.0137,-1.501,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,45.3785,0.6179688063874321,35.2941,20.777,14.5171,-0.0046,-0.9141,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,45.4851,0.6194204955080708,35.3247,20.777,14.547699999999999,-0.0133,-0.9141,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,45.5651,0.6205099432533905,35.3021,20.777,14.525100000000002,-0.0116,-0.6248,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,45.6718,0.6219629941837108,35.3086,20.777,14.531599999999997,-0.0055,-0.1203,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,45.7518,0.6230524419290306,35.3148,20.777,14.537799999999997,-0.0104,-0.1203,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,45.8318,0.6241418896743504,35.2848,20.777,14.507799999999996,-0.0086,0.3022,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,45.9385,0.6255949406046707,35.2962,20.777,14.519199999999998,-0.0046,0.725,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,46.0185,0.6266843883499905,35.3025,20.777,14.525500000000001,-0.0074,0.725,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,46.1251,0.6281360774706292,35.2969,20.777,14.5199,-0.0098,0.9492,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,46.2051,0.629225525215949,35.273,20.777,14.496000000000002,-0.0047,1.9486,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,46.3118,0.6306785761462692,35.3178,20.777,14.540799999999997,-0.0142,1.9486,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,46.3918,0.631768023891589,35.2858,20.777,14.5088,-0.0172,2.1275,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,46.4985,0.6332210748219093,35.3,20.777,14.522999999999996,-0.0143,2.4969,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,46.5785,0.6343105225672291,35.3046,20.777,14.5276,-0.0127,2.4969,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,46.6585,0.6353999703125488,35.2282,20.777,14.4512,-0.0213,2.4969,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,46.7651,0.6368516594331874,35.2671,20.777,14.490099999999998,-0.0118,4.1362,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,46.8451,0.6379411071785074,35.2835,20.777,14.506499999999996,-0.012,4.1362,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,46.9518,0.6393941581088276,35.3298,20.777,14.552799999999998,-0.022,4.1362,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,47.0318,0.6404836058541473,35.3026,20.777,14.525599999999997,-0.0115,4.7539,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,47.1385,0.6419366567844677,35.3055,20.777,14.528500000000001,-0.0104,4.8782,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,47.2185,0.6430261045297875,35.2933,20.777,14.516300000000001,-0.0221,4.8782,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,47.3251,0.6444777936504261,35.2576,20.777,14.480599999999995,-0.0143,5.5322,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,47.4051,0.6455672413957458,35.2543,20.777,14.4773,-0.0109,5.7434,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,47.5118,0.6470202923260662,35.2963,20.777,14.519300000000001,-0.025,5.7434,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,47.5918,0.648109740071386,35.2574,20.777,14.480399999999996,-0.014,6.1585,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,47.6718,0.6491991878167058,35.278,20.777,14.500999999999998,-0.0111,6.4424,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,47.7785,0.6506522387470262,35.2853,20.777,14.508299999999998,-0.0224,6.4424,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,47.8585,0.6517416864923459,35.2432,20.777,14.4662,-0.0173,7.4002,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,47.9651,0.6531933756129845,35.2538,20.777,14.476799999999997,-0.0102,8.0694,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,48.0451,0.6542828233583043,35.2707,20.777,14.493699999999997,-0.0176,8.0694,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,48.1518,0.6557358742886247,35.2546,20.777,14.477600000000002,-0.0195,8.4289,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,48.2318,0.6568253220339444,35.2435,20.777,14.466499999999996,-0.0117,8.7587,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,48.3385,0.6582783729642647,35.2605,20.777,14.4835,-0.0192,8.7907,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,48.4185,0.6593678207095846,35.2443,20.777,14.467300000000002,-0.0255,8.5792,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,48.4985,0.6604572684549043,35.2169,20.777,14.439900000000002,-0.021,9.2635,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,48.6051,0.6619089575755429,35.2667,20.777,14.4897,-0.0194,9.5464,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,48.6851,0.6629984053208627,35.2364,20.777,14.459400000000002,-0.0301,9.5464,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,48.7918,0.6644514562511831,35.2523,20.777,14.475299999999997,-0.0205,11.5278,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,48.8718,0.6655409039965028,35.2507,20.777,14.473700000000001,-0.0169,11.64,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,48.9785,0.666993954926823,35.2936,20.777,14.516599999999997,-0.0296,11.3639,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,49.0585,0.668083402672143,35.2446,20.777,14.467599999999997,-0.0215,12.2596,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,49.1651,0.6695350917927816,35.2347,20.777,14.457699999999996,-0.0153,13.4711,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,49.2451,0.6706245395381013,35.2731,20.777,14.496099999999998,-0.0269,13.4711,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,49.3251,0.6717139872834211,35.2252,20.777,14.4482,-0.0213,14.597,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,49.4318,0.6731670382137415,35.1953,20.777,14.418300000000002,-0.0192,15.0179,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,49.5118,0.6742564859590612,35.2552,20.777,14.478200000000001,-0.0275,15.0179,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,49.6185,0.6757095368893815,35.228,20.777,14.451,-0.0256,15.5546,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,49.6985,0.6767989846347013,35.2581,20.777,14.481099999999998,-0.0172,15.9738,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,49.8051,0.67825067375534,35.2214,20.777,14.444400000000002,-0.029,15.8735,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,49.8851,0.6793401215006598,35.223,20.777,14.445999999999998,-0.0322,15.5,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,49.9918,0.68079317243098,35.1998,20.777,14.422800000000002,-0.0304,15.6496,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,50.0718,0.6818826201762999,35.206,20.777,14.429000000000002,-0.0296,15.6496,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,50.1518,0.6829720679216197,35.1885,20.777,14.411499999999997,-0.0362,15.6496,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,50.2585,0.6844251188519399,35.165,20.777,14.387999999999998,-0.0246,16.409,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,50.3385,0.6855145665972597,35.1781,20.777,14.4011,-0.0204,16.7732,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,50.4451,0.6869662557178983,35.1776,20.777,14.400599999999997,-0.0327,16.7732,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,50.5251,0.6880557034632182,35.1048,20.777,14.327799999999996,-0.0301,17.0765,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,50.6318,0.6895087543935384,35.0896,20.777,14.312599999999996,-0.0223,18.2519,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,50.7118,0.6905982021388581,35.0767,20.777,14.299700000000001,-0.0242,18.2519,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,50.8185,0.6920512530691785,35.0157,20.777,14.238700000000001,-0.0334,18.8527,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,50.8985,0.6931407008144983,35.0018,20.777,14.224800000000002,-0.029,19.3975,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,50.9785,0.694230148559818,34.9704,20.777,14.193399999999997,-0.0295,19.3975,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,51.0851,0.6956818376804567,34.9579,20.777,14.180900000000001,-0.0427,19.3975,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,51.1651,0.6967712854257766,34.9069,20.777,14.1299,-0.0437,19.8402,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,51.2718,0.6982243363560968,34.8505,20.777,14.073499999999996,-0.0418,20.6377,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,51.3518,0.6993137841014166,34.8459,20.777,14.0689,-0.0437,20.5381,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,51.4585,0.700766835031737,34.8604,20.777,14.083399999999997,-0.0657,20.6759,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,51.5385,0.7018562827770567,34.7793,20.777,14.002299999999998,-0.0609,21.617,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,51.6451,0.7033079718976953,34.6498,20.777,13.872799999999998,-0.0631,21.617,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,51.7251,0.7043974196430152,34.6204,20.777,13.843399999999995,-0.0721,21.617,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,51.8318,0.7058504705733355,34.542,20.777,13.765,-0.0809,22.0887,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,51.9118,0.7069399183186552,34.5105,20.777,13.7335,-0.081,22.1982,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,51.9918,0.708029366063975,34.3407,20.777,13.563699999999997,-0.0778,22.4785,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,52.0985,0.7094824169942954,34.4285,20.777,13.651499999999999,-0.0991,22.4785,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,52.1785,0.7105718647396151,34.3499,20.777,13.572899999999997,-0.1012,22.7547,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,52.2851,0.7120235538602537,34.2674,20.777,13.490400000000001,-0.0986,22.9999,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,52.3651,0.7131130016055736,34.2746,20.777,13.497599999999998,-0.0986,22.9999,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,52.4718,0.7145660525358939,34.1746,20.777,13.397599999999997,-0.1244,22.9999,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,52.5518,0.7156555002812136,34.1185,20.777,13.341499999999996,-0.1257,23.3723,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,52.6585,0.7171085512115338,34.0513,20.777,13.274299999999997,-0.1261,23.595,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,52.7385,0.7181979989568538,34.0212,20.777,13.2442,-0.1283,23.595,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,52.8185,0.7192874467021735,33.9909,20.777,13.213900000000002,-0.1482,23.595,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,52.9251,0.7207391358228121,33.8944,20.777,13.117399999999996,-0.1479,24.1643,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,53.0051,0.721828583568132,33.8344,20.777,13.057400000000001,-0.1468,24.3682,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,53.1118,0.7232816344984523,33.7725,20.777,12.9955,-0.1527,24.3682,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,53.1918,0.724371082243772,33.7425,20.777,12.965499999999999,-0.1658,24.3682,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,53.2985,0.7258241331740923,33.6448,20.777,12.867799999999995,-0.1701,24.7636,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,53.3785,0.7269135809194122,33.5866,20.777,12.809599999999996,-0.1698,25.2199,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,53.4851,0.7283652700400508,33.536,20.777,12.759,-0.183,25.2199,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,53.5651,0.7294547177853705,33.4646,20.777,12.687599999999996,-0.1958,25.2199,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,53.6451,0.7305441655306903,33.4237,20.777,12.646699999999996,-0.1999,25.8856,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,53.7518,0.7319972164610107,33.3287,20.777,12.551699999999997,-0.2009,25.8856,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,53.8318,0.7330866642063305,33.2995,20.777,12.5225,-0.2065,25.8856,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,53.9385,0.7345397151366507,33.2207,20.777,12.4437,-0.2216,26.5888,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,54.0185,0.7356291628819706,33.1649,20.777,12.387900000000002,-0.2227,26.5888,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,54.1251,0.7370808520026092,33.1008,20.777,12.323799999999999,-0.2206,26.5888,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,54.2051,0.738170299747929,33.0421,20.777,12.265099999999997,-0.2329,26.5888,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,54.3118,0.7396233506782492,32.9758,20.777,12.198799999999999,-0.2394,26.9769,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,54.3918,0.7407127984235691,32.9027,20.777,12.125700000000002,-0.2413,27.4631,30.0,1e-05,point
C30_wb0p36_R0,data\thermal_stress\raw\温度应力\C30温度应力\C30\基准C30\C30基准72.xls,C30,0.36,R0,0,0.0,54.4718,0.7418022461688889,32.8614,20.777,12.084400000000002,-0.2408,27.4631,30.0,1e-05,point
